scenario_id,rule,odd,disturbance,seed,na_cell,verdict,cpa_min_nm,asdr_hash,safety_score,rule_score,delay_pen,mag_pen,phase_score,total_score,iv_mode,fail_gif_path,trigger_id,assumption_class
sotif_B11_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,2e27509daa1b848e,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B11,COMMS_LINK_AVAILABILITY
sotif_B12_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,d387270a0fabb276,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B12,TARGET_MOTION_PREDICTABILITY
sotif_B12_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,6342558a8166c0d4,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B12,TARGET_MOTION_PREDICTABILITY
sotif_B12_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,14a3bdcefd05b943,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B12,TARGET_MOTION_PREDICTABILITY
sotif_B12_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,3c68476ac454a019,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B12,TARGET_MOTION_PREDICTABILITY
sotif_B12_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,67047fa27c0c6bff,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B12,TARGET_MOTION_PREDICTABILITY
sotif_B13_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,d6f99fb313f74bd0,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B13,AIS_RADAR_CONSISTENCY
sotif_B13_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,eb528e36b2c6715b,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B13,AIS_RADAR_CONSISTENCY
sotif_B13_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,29bd7bbdc99f4593,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B13,AIS_RADAR_CONSISTENCY
sotif_B13_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,42dcb4d6ddbe8a15,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B13,AIS_RADAR_CONSISTENCY
sotif_B13_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,18b4f7710583a656,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B13,AIS_RADAR_CONSISTENCY
sotif_B14_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,2fb351e96ea2df61,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B14,PERCEPTION_COVERAGE
sotif_B14_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,f1c01726857198ff,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B14,PERCEPTION_COVERAGE
sotif_B14_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,e99fd3b6a70af9af,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B14,PERCEPTION_COVERAGE
sotif_B14_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,866790f573e31152,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B14,PERCEPTION_COVERAGE
sotif_B14_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,085aba3b49f2b290,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B14,PERCEPTION_COVERAGE
sotif_B15_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,32131582bb7da234,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B15,TARGET_MOTION_PREDICTABILITY
sotif_B15_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,924102e7337ef9d1,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B15,TARGET_MOTION_PREDICTABILITY
sotif_B15_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,b13c365c98ce7ecd,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B15,TARGET_MOTION_PREDICTABILITY
sotif_B15_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,586da695d0748e71,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B15,TARGET_MOTION_PREDICTABILITY
sotif_B15_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,bffc13e78574e01a,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B15,TARGET_MOTION_PREDICTABILITY
sotif_B16_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,b8865c746d6c9db3,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B16,COLREGS_PARSABILITY
sotif_B16_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,db08ece8aef256c5,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B16,COLREGS_PARSABILITY
sotif_B16_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,58fda1905e770da5,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B16,COLREGS_PARSABILITY
sotif_B16_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,a73cce7c4ea513c4,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B16,COLREGS_PARSABILITY
sotif_B16_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,ba2d5e6f83b057c2,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B16,COLREGS_PARSABILITY
sotif_B17_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,8e7508011a41f36f,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B17,PERCEPTION_COVERAGE
sotif_B17_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,30abdd650de92c8c,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B17,PERCEPTION_COVERAGE
sotif_B17_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,3a79668d24322693,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B17,PERCEPTION_COVERAGE
sotif_B17_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,7432613368024f43,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B17,PERCEPTION_COVERAGE
sotif_B17_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,b91d8e9d21c48a2a,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B17,PERCEPTION_COVERAGE
sotif_B18_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,36ed6a4717e5940b,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B18,COLREGS_PARSABILITY
sotif_B18_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,8128f773bdea1d0f,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B18,COLREGS_PARSABILITY
sotif_B18_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,b1472de9bd786c7b,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B18,COLREGS_PARSABILITY
sotif_B18_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,ad578992d0e84fa3,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B18,COLREGS_PARSABILITY
sotif_B18_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,7a068f64cdd92c08,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B18,COLREGS_PARSABILITY
sotif_B19_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,fa4b9ffd4bb74155,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B19,COMMS_LINK_AVAILABILITY
sotif_B19_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,9fcd492baed8da4c,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B19,COMMS_LINK_AVAILABILITY
sotif_B19_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,5e85a746d0677e53,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B19,COMMS_LINK_AVAILABILITY
sotif_B19_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,6d7d380153e47405,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B19,COMMS_LINK_AVAILABILITY
sotif_B19_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,7a1a1ee75ad91efc,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B19,COMMS_LINK_AVAILABILITY
sotif_B20_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,c57cc3ad61543367,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B20,AIS_RADAR_CONSISTENCY
sotif_B20_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,1ff4216aa042a0af,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B20,AIS_RADAR_CONSISTENCY
sotif_B20_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,f20b86d0ad8d9a17,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B20,AIS_RADAR_CONSISTENCY
sotif_B20_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,bfbb5a6b81ef0049,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B20,AIS_RADAR_CONSISTENCY
sotif_B20_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,94283fe93351b993,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,B20,AIS_RADAR_CONSISTENCY
sotif_C01_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,8ed4bf113edc994a,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C01,COLREGS_PARSABILITY
sotif_C01_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,227aa44d8f999606,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C01,COLREGS_PARSABILITY
sotif_C01_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,252f2664f357a8a2,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C01,COLREGS_PARSABILITY
sotif_C01_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,8820caec4c919eeb,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C01,COLREGS_PARSABILITY
sotif_C01_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,401c60f3173f5eb4,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C01,COLREGS_PARSABILITY
sotif_C02_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,0a5405e7cd25ecd5,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C02,CHECKER_VETO_RATE
sotif_C02_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,dab5bcd84f0eb85b,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C02,CHECKER_VETO_RATE
sotif_C02_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,811b1175f6baf806,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C02,CHECKER_VETO_RATE
sotif_C02_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,a6554913f1a182dd,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C02,CHECKER_VETO_RATE
sotif_C02_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,606ffeb792156f5b,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C02,CHECKER_VETO_RATE
sotif_C03_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,ef4947999c879070,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C03,COLREGS_PARSABILITY
sotif_C03_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,4b22571f465bfdaa,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C03,COLREGS_PARSABILITY
sotif_C03_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,ff80732417faf913,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C03,COLREGS_PARSABILITY
sotif_C03_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,e86f99078feacf64,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C03,COLREGS_PARSABILITY
sotif_C03_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,51e137d564862a90,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C03,COLREGS_PARSABILITY
sotif_C04_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,231c818e242c93a7,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C04,CHECKER_VETO_RATE
sotif_C04_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,4ef770c45742c9e1,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C04,CHECKER_VETO_RATE
sotif_C04_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,47fa2bf412f547a8,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C04,CHECKER_VETO_RATE
sotif_C04_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,d74e9a72533bf816,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C04,CHECKER_VETO_RATE
sotif_C04_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,b4d947cdb6ec0551,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C04,CHECKER_VETO_RATE
sotif_C05_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,8e05857349fe01dc,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C05,CHECKER_VETO_RATE
sotif_C05_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,24fe3d85fc4d9e4b,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C05,CHECKER_VETO_RATE
sotif_C05_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,d6a2779219d46df1,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C05,CHECKER_VETO_RATE
sotif_C05_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,b4936e347b2de4f5,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C05,CHECKER_VETO_RATE
sotif_C05_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,069de0a7e103f0bd,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C05,CHECKER_VETO_RATE
sotif_C06_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,8a5fd5d2a949d17e,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C06,COLREGS_PARSABILITY
sotif_C06_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,13a322bfcebbd9c4,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C06,COLREGS_PARSABILITY
sotif_C06_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,0455ec94a02b5b97,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C06,COLREGS_PARSABILITY
sotif_C06_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,d1a8eb3bc36c03b6,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C06,COLREGS_PARSABILITY
sotif_C06_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,2fa776a1196e8deb,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C06,COLREGS_PARSABILITY
sotif_C07_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,4f4dcbe8f11ec4a1,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C07,TARGET_MOTION_PREDICTABILITY
sotif_C07_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,b34a274b7638e2eb,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C07,TARGET_MOTION_PREDICTABILITY
sotif_C07_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,2d6c8bc7e0e81bc1,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C07,TARGET_MOTION_PREDICTABILITY
sotif_C07_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,df473f342063470d,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C07,TARGET_MOTION_PREDICTABILITY
sotif_C07_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,e8f08eb095128aa2,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C07,TARGET_MOTION_PREDICTABILITY
sotif_C08_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,5ba544d1e5b7d86d,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C08,COLREGS_PARSABILITY
sotif_C08_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,20fd87bd362e1bad,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C08,COLREGS_PARSABILITY
sotif_C08_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,b327e199c1b2821b,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C08,COLREGS_PARSABILITY
sotif_C08_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,181c1b8e9761ce7d,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C08,COLREGS_PARSABILITY
sotif_C08_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,398e80620cc7a54f,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C08,COLREGS_PARSABILITY
sotif_C09_s1,Rule14,open_sea,sensor_degraded,1,False,FAIL,0.1500,ec65d15ed6febcb2,0.5556,0.5000,0.0000,0.0000,1.0000,0.8000,,,C09,CHECKER_VETO_RATE
sotif_C09_s2,Rule14,open_sea,sensor_degraded,2,False,FAIL,0.1500,5748bce6230851d7,0.5556,0.5000,0.0000,0.0000,1.0000,0.8000,,,C09,CHECKER_VETO_RATE
sotif_C09_s3,Rule14,open_sea,sensor_degraded,3,False,FAIL,0.1500,447230ea61d476ad,0.5556,0.5000,0.0000,0.0000,1.0000,0.8000,,,C09,CHECKER_VETO_RATE
sotif_C09_s4,Rule14,open_sea,sensor_degraded,4,False,FAIL,0.1500,c56d03f55d1b11a4,0.5556,0.5000,0.0000,0.0000,1.0000,0.8000,,,C09,CHECKER_VETO_RATE
sotif_C09_s5,Rule14,open_sea,sensor_degraded,5,False,FAIL,0.1500,bd30ef7fe0600219,0.5556,0.5000,0.0000,0.0000,1.0000,0.8000,,,C09,CHECKER_VETO_RATE
sotif_C10_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,9773411655a5f589,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C10,PERCEPTION_COVERAGE
sotif_C10_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,b82a80dd98b6c9a4,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C10,PERCEPTION_COVERAGE
sotif_C10_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,645b2d25144f089c,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C10,PERCEPTION_COVERAGE
sotif_C10_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,09fc81eb8e742217,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C10,PERCEPTION_COVERAGE
sotif_C10_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,9afea3d066221eda,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C10,PERCEPTION_COVERAGE
sotif_C11_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,5b1eb1695d36490f,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C11,COMMS_LINK_AVAILABILITY
sotif_C11_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,377b7d83409386dc,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C11,COMMS_LINK_AVAILABILITY
sotif_C11_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,b87cdfbda4c2d64a,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C11,COMMS_LINK_AVAILABILITY
sotif_C11_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,0309bb49dbc932b7,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C11,COMMS_LINK_AVAILABILITY
sotif_C11_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,2e7422dbded6b778,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C11,COMMS_LINK_AVAILABILITY
sotif_C12_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,bd87026c469c1a3c,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C12,CHECKER_VETO_RATE
sotif_C12_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,08253fb306fd7223,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C12,CHECKER_VETO_RATE
sotif_C12_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,25f82d878cb18d33,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C12,CHECKER_VETO_RATE
sotif_C12_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,49087fc2d07bec66,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C12,CHECKER_VETO_RATE
sotif_C12_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,c8b17f81598d89fc,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C12,CHECKER_VETO_RATE
sotif_C13_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,cb1b31715968a4dc,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C13,COLREGS_PARSABILITY
sotif_C13_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,6eee7f95cc6e1428,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C13,COLREGS_PARSABILITY
sotif_C13_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,46cb6e60c4fc9370,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C13,COLREGS_PARSABILITY
sotif_C13_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,388c19f73a85670f,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C13,COLREGS_PARSABILITY
sotif_C13_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,5ea2e936b74cd0f9,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C13,COLREGS_PARSABILITY
sotif_C14_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,d017fedaf16ac2c2,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C14,AIS_RADAR_CONSISTENCY
sotif_C14_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,eb8b752d6feef76d,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C14,AIS_RADAR_CONSISTENCY
sotif_C14_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,9368e0425c7d5412,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C14,AIS_RADAR_CONSISTENCY
sotif_C14_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,e2b9181e2103764b,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C14,AIS_RADAR_CONSISTENCY
sotif_C14_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,8757e8c7434040e9,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C14,AIS_RADAR_CONSISTENCY
sotif_C15_s1,Rule14,open_sea,sensor_degraded,1,False,SOFT_PASS,0.2800,c6fa24c865fdbd23,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C15,TARGET_MOTION_PREDICTABILITY
sotif_C15_s2,Rule14,open_sea,sensor_degraded,2,False,SOFT_PASS,0.2800,964c8deac08b7154,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C15,TARGET_MOTION_PREDICTABILITY
sotif_C15_s3,Rule14,open_sea,sensor_degraded,3,False,SOFT_PASS,0.2800,017b0ebf9ceefd57,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C15,TARGET_MOTION_PREDICTABILITY
sotif_C15_s4,Rule14,open_sea,sensor_degraded,4,False,SOFT_PASS,0.2800,609d3b1d95ff64f4,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C15,TARGET_MOTION_PREDICTABILITY
sotif_C15_s5,Rule14,open_sea,sensor_degraded,5,False,SOFT_PASS,0.2800,1aca195bc7a0679a,1.0000,0.5000,0.0000,0.0000,1.0000,0.8000,,,C15,TARGET_MOTION_PREDICTABILITY
